weekend_date,mon_date,symbol,tau,lower,upper,point,half_width_bps,regime_code,forecaster_code,profile_code,artefact_sha256,provenance,computed_ts
2026-05-08,2026-05-11,MSTR,0.95,178.6380056,199.2829675,188.9604866,550.2681883,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,MSTR,0.99,172.7356199,205.1853532,188.9604866,864.9110635,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,NVDA,0.68,212.4345588,216.9359149,214.6852368,104.5854132,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,NVDA,0.85,211.1515641,218.2189096,214.6852368,164.2041226,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,NVDA,0.95,208.5316705,220.8388032,214.6852368,285.9463933,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,NVDA,0.99,205.0130665,224.3574072,214.6852368,449.4502943,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,QQQ,0.68,704.3479663,714.709478,709.5287221,72.84220054,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,QQQ,0.85,701.3946866,717.6627576,709.5287221,114.3657539,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,QQQ,0.95,695.3640466,723.6933977,709.5287221,199.1574532,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,QQQ,0.99,687.2646973,731.7927469,709.5287221,313.035513,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,SPY,0.68,730.8379528,740.8732405,735.8555967,68.02478068,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,SPY,0.85,727.9776548,743.7335386,735.8555967,106.8021733,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,SPY,0.95,722.1368846,749.5743087,735.8555967,185.9861725,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,SPY,0.99,714.2925369,757.4186564,735.8555967,292.3329054,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
