weekend_date,mon_date,symbol,tau,fri_close,sigma_hat,regime_code,half_width_bps,half_width_abs,forecaster_code,profile_code,artefact_sha256,computed_ts
2026-08-07,2026-08-10,QQQ,0.95,723.0300293,0.008095635178,normal,171.9225987,12.43052016,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,QQQ,0.99,723.0300293,0.008095635178,normal,270.2277923,19.53828086,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,SPY,0.68,773.2600098,0.005762926525,normal,44.76221967,3.461283442,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,SPY,0.85,773.2600098,0.005762926525,normal,70.27883508,5.43438127,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,SPY,0.95,773.2600098,0.005762926525,normal,122.3841345,9.463475702,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,SPY,0.99,773.2600098,0.005762926525,normal,192.363277,14.87468294,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,TLT,0.68,82.76000214,0.004044629596,normal,31.4157395,0.2599966668,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,TLT,0.85,82.76000214,0.004044629596,normal,49.32422009,0.408207256,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,TLT,0.95,82.76000214,0.004044629596,normal,85.89359768,0.7108554327,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,TLT,0.99,82.76000214,0.004044629596,normal,135.0074827,1.117321956,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,TSLA,0.68,328.5799866,0.01138876442,normal,88.45963465,2.906606556,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,TSLA,0.85,328.5799866,0.01138876442,normal,138.8858756,4.563511915,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
